respondent_id,race,gender,sexual_orientation,education,employment,income,age,ethnicity,state
124516,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Out Of Work Less Than One,Annual Income: 50k 75k,102,hispanic,District of Columbia
78719,More than one race/ethnicity,Gender Identity: Man,Sexual Orientation: Lesbian,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 50k 75k,43,non-hispanic,Nebraska
198054,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 25k 35k,112,non-hispanic,New Jersey
238810,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Bisexual,Highest Grade: College One to Three,Employment Status: Out Of Work Less Than One,Skip,25,non-hispanic,Missouri
11825,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 25k 35k,18,non-hispanic,Minnesota
59943,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Self Employed,Annual Income: 100k 150k,107,non-hispanic,Kansas
252285,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Prefer Not To Answer,73,non-hispanic,Utah
182743,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 25k 35k,115,non-hispanic,Florida
218702,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Prefer Not To Answer,Employment Status: Employed For Wages,Annual Income: 25k 35k,43,non-hispanic,Arkansas
45315,What Race Ethnicity: White,Skip,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Self Employed,Annual Income: 50k 75k,71,non-hispanic,Idaho
263570,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Unable To Work,Annual Income: 100k 150k,116,non-hispanic,Massachusetts
370456,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Bisexual,Skip,Employment Status: Homemaker,Annual Income: less 10k,120,non-hispanic,California
219164,What Race Ethnicity: Asian,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Self Employed,Annual Income: 10k 25k,88,non-hispanic,Connecticut
25167,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Unable To Work,Annual Income: 50k 75k,32,non-hispanic,Rhode Island
294969,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Unable To Work,Annual Income: 25k 35k,35,non-hispanic,Texas
331844,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 25k 35k,93,non-hispanic,Hawaii
354558,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 25k 35k,92,non-hispanic,Vermont
278892,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Skip,Employment Status: Unable To Work,Prefer Not To Answer,114,hispanic,Kentucky
308025,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Self Employed,Annual Income: 100k 150k,55,non-hispanic,North Carolina
341438,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 10k 25k,71,hispanic,Arkansas
61060,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Annual Income: 25k 35k,33,non-hispanic,Nevada
340835,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Retired,Prefer Not To Answer,85,non-hispanic,New Jersey
7645,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Out Of Work One Or More,Annual Income: 50k 75k,115,non-hispanic,Illinois
4483,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Gay,Skip,Employment Status: Retired,Annual Income: less 10k,65,non-hispanic,Georgia
106418,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Retired,Annual Income: 10k 25k,37,hispanic,Idaho
124088,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Out Of Work One Or More,Annual Income: 35k 50k,48,non-hispanic,Maryland
54206,Skip,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Out Of Work One Or More,Annual Income: more 200k,105,non-hispanic,Idaho
204668,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 10k 25k,59,hispanic,Virginia
148547,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Homemaker,Annual Income: 150k 200k,54,non-hispanic,Wisconsin
370366,What Race Ethnicity: Black,Gender Identity: Woman,Skip,Skip,Employment Status: Employed For Wages,Annual Income: 35k 50k,83,non-hispanic,Louisiana
330902,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Five Through Eight,Employment Status: Employed For Wages,Annual Income: 35k 50k,111,non-hispanic,North Dakota
196456,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Self Employed,Skip,76,non-hispanic,California
162710,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Skip,Annual Income: less 10k,68,non-hispanic,Oklahoma
348802,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Prefer Not To Answer,Annual Income: less 10k,96,non-hispanic,New Mexico
355866,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Student,Annual Income: 50k 75k,38,non-hispanic,South Dakota
238893,Skip,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Five Through Eight,Employment Status: Self Employed,Annual Income: 35k 50k,78,non-hispanic,Virginia
100055,What Race Ethnicity: Black,Gender Identity: Man,Skip,Highest Grade: Advanced Degree,Employment Status: Homemaker,Annual Income: 35k 50k,48,non-hispanic,Nebraska
323472,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 75k 100k,31,non-hispanic,South Dakota
13181,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 75k 100k,60,hispanic,Arkansas
13661,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Unable To Work,Annual Income: less 10k,44,non-hispanic,Oklahoma
156909,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Student,Annual Income: 50k 75k,119,non-hispanic,New York
239732,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Lesbian,Highest Grade: College Graduate,Employment Status: Retired,Prefer Not To Answer,107,non-hispanic,Louisiana
78636,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Prefer Not To Answer,Annual Income: 35k 50k,45,non-hispanic,Washington
252442,More than one race/ethnicity,Gender Identity: Woman,Prefer Not To Answer,Highest Grade: College Graduate,Employment Status: Out Of Work One Or More,Prefer Not To Answer,22,non-hispanic,New Mexico
265249,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 50k 75k,36,non-hispanic,Louisiana
299571,Skip,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Retired,Skip,118,non-hispanic,District of Columbia
78974,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: less 10k,58,non-hispanic,California
355033,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Self Employed,Annual Income: 35k 50k,32,non-hispanic,Mississippi
35242,What Race Ethnicity: White,Skip,Sexual Orientation: Bisexual,Highest Grade: Twelve Or GED,Employment Status: Unable To Work,Annual Income: less 10k,53,non-hispanic,New Jersey
187218,More than one race/ethnicity,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Out Of Work One Or More,Skip,64,non-hispanic,Arizona
255491,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 10k 25k,58,non-hispanic,West Virginia
207233,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 75k 100k,22,non-hispanic,Pennsylvania
354170,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: One Through Four,Employment Status: Unable To Work,Annual Income: 10k 25k,72,non-hispanic,West Virginia
342947,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 50k 75k,89,non-hispanic,Michigan
160549,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 25k 35k,113,hispanic,Ohio
287881,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 100k 150k,22,non-hispanic,Wisconsin
162910,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 100k 150k,69,non-hispanic,Rhode Island
153319,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: less 10k,120,non-hispanic,New York
274268,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 75k 100k,24,non-hispanic,Alabama
330491,What Race Ethnicity: Black,Gender Identity: Transgender,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 25k 35k,86,non-hispanic,District of Columbia
11685,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 10k 25k,119,non-hispanic,Utah
34962,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Retired,Annual Income: 75k 100k,24,non-hispanic,District of Columbia
74163,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 150k 200k,34,hispanic,Mississippi
181483,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 25k 35k,93,non-hispanic,Delaware
175095,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Lesbian,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: less 10k,18,non-hispanic,Illinois
143476,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 10k 25k,46,non-hispanic,Michigan
218809,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Self Employed,Annual Income: 35k 50k,27,non-hispanic,Wisconsin
360681,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Unable To Work,Annual Income: 75k 100k,87,non-hispanic,Wyoming
296047,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 75k 100k,84,hispanic,Pennsylvania
7751,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Student,Annual Income: 50k 75k,100,non-hispanic,New Mexico
194031,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 50k 75k,81,non-hispanic,North Dakota
72208,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Skip,Annual Income: 75k 100k,18,non-hispanic,Wisconsin
223246,What Race Ethnicity: White,Skip,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: more 200k,18,non-hispanic,North Dakota
315820,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Employed For Wages,Skip,115,hispanic,Delaware
70831,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 25k 35k,62,non-hispanic,Missouri
24589,What Race Ethnicity: Hispanic,Skip,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Unable To Work,Annual Income: 100k 150k,78,hispanic,New York
233232,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 100k 150k,19,non-hispanic,Massachusetts
197171,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Employed For Wages,Prefer Not To Answer,30,non-hispanic,Kentucky
282541,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Unable To Work,Annual Income: less 10k,19,non-hispanic,Florida
104174,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Five Through Eight,Employment Status: Homemaker,Annual Income: more 200k,73,non-hispanic,Mississippi
206279,Prefer Not To Answer,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 100k 150k,51,non-hispanic,Hawaii
142839,What Race Ethnicity: Asian,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Prefer Not To Answer,107,non-hispanic,Florida
165348,Skip,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Unable To Work,Annual Income: 150k 200k,85,non-hispanic,Montana
6279,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 10k 25k,70,non-hispanic,South Dakota
92940,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Five Through Eight,Employment Status: Retired,Prefer Not To Answer,23,non-hispanic,New Hampshire
302331,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Student,Annual Income: 10k 25k,31,non-hispanic,Arizona
343739,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Homemaker,Annual Income: 75k 100k,114,non-hispanic,South Carolina
180004,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Prefer Not To Answer,55,non-hispanic,Arizona
91082,More than one race/ethnicity,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Skip,Annual Income: 150k 200k,69,non-hispanic,Oklahoma
133653,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Gay,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: less 10k,120,non-hispanic,Minnesota
266131,What Race Ethnicity: White,Gender Identity: Woman,Skip,Highest Grade: Twelve Or GED,Employment Status: Unable To Work,Skip,68,non-hispanic,Connecticut
149249,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 50k 75k,21,non-hispanic,Maryland
254987,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Student,Prefer Not To Answer,23,non-hispanic,Arkansas
191266,What Race Ethnicity: White,Skip,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Retired,Skip,117,non-hispanic,Utah
324533,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Retired,Annual Income: less 10k,107,non-hispanic,Tennessee
189313,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Self Employed,Annual Income: 150k 200k,80,non-hispanic,Tennessee
128702,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Student,Annual Income: more 200k,30,non-hispanic,Ohio
319045,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 75k 100k,70,hispanic,Minnesota
347653,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Unable To Work,Annual Income: 35k 50k,91,hispanic,Utah
198045,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Retired,Annual Income: 25k 35k,116,non-hispanic,New Mexico
34607,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Annual Income: 50k 75k,81,non-hispanic,Connecticut
110989,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 100k 150k,52,hispanic,Mississippi
351566,What Race Ethnicity: Asian,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 10k 25k,84,non-hispanic,Michigan
236481,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 50k 75k,70,non-hispanic,New Mexico
112199,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Student,Annual Income: 50k 75k,75,hispanic,Texas
311613,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Out Of Work One Or More,Annual Income: 75k 100k,107,non-hispanic,New Mexico
112642,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Self Employed,Annual Income: 50k 75k,69,non-hispanic,North Dakota
253920,More than one race/ethnicity,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Skip,88,non-hispanic,Arizona
279938,What Race Ethnicity: Asian,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Annual Income: 10k 25k,82,non-hispanic,Illinois
348865,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Bisexual,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: less 10k,42,non-hispanic,Maine
94412,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 35k 50k,62,non-hispanic,Louisiana
218766,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 35k 50k,36,non-hispanic,Missouri
98548,What Race Ethnicity: Asian,Gender Identity: Man,Sexual Orientation: Bisexual,Highest Grade: College One to Three,Prefer Not To Answer,Annual Income: 75k 100k,104,non-hispanic,Louisiana
160936,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Student,Annual Income: 35k 50k,83,non-hispanic,Colorado
28887,What Race Ethnicity: Black,Gender Identity: Transgender,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Prefer Not To Answer,58,non-hispanic,Georgia
341572,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 10k 25k,54,non-hispanic,Oregon
250174,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Retired,Annual Income: less 10k,118,non-hispanic,Illinois
250984,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Gay,Highest Grade: College Graduate,Employment Status: Out Of Work One Or More,Annual Income: 150k 200k,29,non-hispanic,Utah
354666,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 25k 35k,86,hispanic,Massachusetts
210631,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Annual Income: 35k 50k,117,non-hispanic,Illinois
33041,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Homemaker,Annual Income: 10k 25k,24,non-hispanic,Idaho
255319,What Race Ethnicity: Hispanic,Gender Identity: Woman,Skip,Highest Grade: Advanced Degree,Employment Status: Unable To Work,Annual Income: 10k 25k,22,hispanic,Mississippi
280421,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 25k 35k,56,non-hispanic,Wisconsin
33074,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 10k 25k,57,hispanic,New Mexico
25914,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Employed For Wages,Annual Income: less 10k,120,hispanic,Texas
344571,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Annual Income: less 10k,69,non-hispanic,Utah
109437,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 50k 75k,97,non-hispanic,Arkansas
246887,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Self Employed,Annual Income: 10k 25k,41,non-hispanic,Rhode Island
291320,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Employed For Wages,Skip,74,non-hispanic,Kansas
363172,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: more 200k,109,hispanic,Florida
218045,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 10k 25k,73,non-hispanic,Wisconsin
209898,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Out Of Work One Or More,Annual Income: 25k 35k,29,non-hispanic,Rhode Island
221131,Other,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Self Employed,Annual Income: 75k 100k,83,non-hispanic,Alabama
309791,What Race Ethnicity: Black,Gender Identity: Non Binary,Sexual Orientation: Straight,Skip,Employment Status: Student,Prefer Not To Answer,103,non-hispanic,New Hampshire
260634,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Student,Annual Income: more 200k,39,non-hispanic,Connecticut
215515,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Out Of Work One Or More,Annual Income: 150k 200k,73,non-hispanic,Florida
164011,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Skip,61,non-hispanic,West Virginia
61930,What Race Ethnicity: Black,Gender Identity: Transgender,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 50k 75k,33,non-hispanic,Iowa
316274,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Skip,Prefer Not To Answer,46,non-hispanic,Missouri
166831,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Prefer Not To Answer,68,non-hispanic,Mississippi
93289,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 10k 25k,46,non-hispanic,Georgia
262514,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: less 10k,43,non-hispanic,Vermont
58988,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Student,Annual Income: less 10k,100,non-hispanic,Maine
315393,What Race Ethnicity: White,Gender Identity: Man,Prefer Not To Answer,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: more 200k,74,non-hispanic,West Virginia
147661,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Self Employed,Annual Income: less 10k,48,hispanic,Kansas
128338,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Homemaker,Annual Income: 150k 200k,103,non-hispanic,Delaware
128524,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: None,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: more 200k,52,non-hispanic,Kansas
301837,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Unable To Work,Annual Income: more 200k,75,non-hispanic,Michigan
278248,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Skip,120,non-hispanic,Connecticut
318374,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 35k 50k,99,non-hispanic,South Dakota
19074,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Out Of Work One Or More,Annual Income: 10k 25k,92,non-hispanic,Washington
355541,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 50k 75k,53,non-hispanic,West Virginia
309000,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Prefer Not To Answer,110,non-hispanic,Massachusetts
